index	score	sentence1	sentence2
3979	2.4	جی او پی کے امیدوار رومنی کا شامی باغیوں کو اسلحہ فراہم کرنے کا مطالبہ	شام کے باغیوں کو اسلحہ فراہم کرنے میں امریکہ کی مدد
3980	4.4	اقوام متحدہ کا مبصر گشت شام کے قتل عام کے مقام پر پہنچ گیا	اقوام متحدہ کے مبصرین شام کے قتل عام والے گاؤں پہنچ گئے
3981	0	امریکن ایئر لائنز اور پائلٹس نے نئے معاہدے پر اتفاق کیا	رومنی کا ایران کے خطرے پر اسرائیل کے ساتھ کھڑے ہونے کا عہد
3982	2.8	یونان کے وزیر اعظم نئے انتخابات کا اعلان کریں گے	یونانی وزیر اعظم کا 6 مئی کو عام انتخابات کا مطالبہ
3983	1.6	کینیڈا کی حکومت مونٹریال خواتین کی قیادت میں تبدیلی کی حمایت کرتی ہے	کینیڈا کی حکومت ریجینا میں خواتین کی حفاظت کی حمایت کرتی ہے
3984	3.2	ملائم نے تیسرا محاذ بنایا تو کوئی مسئلہ نہیں : کانگریس	ملائم نے تیسرا محاذ بنایا تو کوئی مسئلہ نہیں : دگ وجے
3985	0	بریڈلی نے فائر اسٹون میں فتح حاصل کی جب فیورک دھندلا ہوا ہے	بحرین کی عدالت نے باغی رہنماؤں کے خلاف سزائیں برقرار رکھیں
3986	2.2	گھانا میں طیارہ حادثے میں کم از کم 10 افراد ہلاک	گھانا میں طیارہ حادثہ : بین الاقوامی میڈیا نے اس کی اطلاع کیسے دی
3987	1.8	افغان بم حملے میں چھ امریکی فوجی ہلاک	افغانستان میں نیٹو کے 6 فوجی ہلاک
3988	1.6	شامی افواج کا حلب پر حملہ	عنان امن مشن سے قبل شامی افواج نے 54 افراد کو ہلاک کر دیا
3989	1	رومنی - میڈیکیئر پر برتری کے لیے اوباما لڑ رہے ہیں	اوباما رومنی غیر فیصلہ کن اسٹاک بیس کے لیے مقابلہ کر رہے ہیں
3990	3.6	بی بی سی کے ڈائریکٹر جنرل نے'ناقص صحافت'پر استعفی دے دیا	نیوز نائٹ اسکینڈل کے بعد بی بی سی کے ڈائریکٹر جنرل نے استعفی دے دیا
3991	4.8	ریک سنٹورم نے کینساس کاکسس جیت لیا	ریک سینٹورم نے کینساس کاکس میں فتح حاصل کی
3992	3.2	اسلام پسند قیادت والے مصر میں قبطی چرچ نے نئے پوپ کا نام لیا	مصری عیسائیوں نے نئے پوپ کا انتخاب کیا
3993	5	ہیٹی کی تعمیر نو کا امریکی عہد پورا نہیں ہو رہا	امریکہ کا ہیٹی کی تعمیر نو کا عہد پورا نہیں ہو رہا
3994	1	چینی اسٹاک جمعرات کو اعلی سطح پر بند ہوئے	چینی اسٹاک بدھ کو مکسڈ اوپن ہوئے
3995	3.6	یونان 2013 کے بجٹ پر ووٹ ڈالے گا ۔ مظاہرین جمع ہوئے	یونان 2013 کے بجٹ پر ووٹ ڈالے گا
3996	4	امریکہ یورپی یونین نے جوہری مذاکرات دوبارہ شروع کرنے کی ایران کی تجویز کا احتیاط سے خیر مقدم کیا	امریکہ یورپی یونین نے جوہری مذاکرات دوبارہ شروع کرنے کی ایران کی پیشکش کا خیر مقدم کیا
3997	2.8	کلنٹن نے کینیا کو انتخابی تشدد کی قیمت پر خبردار کیا	کلنٹن نے 2007 کے انتخابات میں افراتفری کے اعادہ پر کینیا کو خبردار کیا
3998	3.8	فلم کے خلاف امریکہ مخالف مظاہرے تقریباً 20 ممالک تک پھیل گئے	فلم پر مشرق وسطی میں امریکہ مخالف غصہ پھیل گیا
3999	1	صحافیوں نے لندن اولمپکس کی افتتاحی تقریب کو سراہا	2012 کے اولمپکس کی افتتاحی تقریب میں اسرائیلی وفد کا مظاہرہ
4000	1.5	آسٹریلیا کے اسٹاک کم سطح پر کھلے	ٹوکیو کے اسٹاک کم سطح پر کھلے
4001	3.4	وکی لیکس نے شام کی 20 لاکھ ای میلز شائع کرنا شروع کر دیں	وکی لیکس شام سے متعلق دستاویزات کا بڑا ذخیرہ جاری کر رہا ہے
4002	3	فلسطینی : ساحلی پٹی پر اسرائیلی فضائی حملے میں 2 غزہ کے عسکریت پسند ہلاک	اہلکار : اسرائیلی فضائی حملے میں غزہ کا ایک شخص ہلاک ( اے پی )
4003	4.6	مالی کے صدر نے استعفی دے دیا	مالی کے صدر نے باضابطہ طور پر استعفی دے دیا
4004	1.4	نائیجیریا میں خودکش حملہ آوروں کے حملے میں تین افراد ہلاک	نائیجیریا میں مویشیوں کی منڈی پر حملے میں 60 افراد ہلاک
4005	1.6	عراق میں فیکٹ باکس - سیکیورٹی کی پیش رفت 1 فروری	پاکستان میں فیکٹ باکس - سیکیورٹی کی پیش رفت 13 مارچ
4006	4.2	HRW : اردن نے شام کے فلسطینیوں کے خلاف متعصبانہ رویہ اختیار کیا	اردن شام سے آنے والے فلسطینیوں پر متعصبانہ ہے
4007	3.8	اسرائیل دنیا کے سب سے بڑے اسلحہ برآمد کنندگان میں شامل : رپورٹ	اسرائیل ہتھیاروں کے اعلی برآمد کنندگان اور درآمد کنندگان میں شامل
4008	0.8	مصری عوام نئے صدر کے لیے ووٹ ڈالیں گے	صومالی اراکین پارلیمنٹ نئے صدر کا انتخاب کریں گے
4009	5	فیڈرر نے ساتواں ومبلڈن ٹائٹل جیت لیا	فیڈرر نے ساتواں ومبلڈن ٹائٹل اپنے نام کیا
4010	3.6	القاعدہ کے رہنما کا مصر میں مغربی باشندوں کے اغوا کا مطالبہ	القاعدہ کے رہنما کا مغربی باشندوں کے اغوا پر زور
4011	2.6	چین کے اسٹاک جمعہ کو ملے جلے بند ہوئے	چینی اسٹاک جمعہ کو دوپہر کے وقت بلند سطح پر تھے
4012	1.6	بس حادثے میں 43 افراد ہلاک	بھارت میں حادثے میں 15 افراد ہلاک
4013	4	پیوٹن نے روس کے صدر کے طور پر حلف اٹھا لیا	پیوٹن نے 6 سال کے لیے روس کے صدر کے عہدے کا حلف اٹھا لیا
4014	0	چین کی تجارت مارچ میں اضافی سطح پر واپس آئی	جنوبی تل ابیب میں کشیدہ سکون واپس آ گیا
4015	2.2	نائب صدارتی مباحثے کی اہم جھلکیاں	صدارتی مباحثے میں دیکھنے کے لیے پانچ چیزیں
4016	1.4	مکمل قسط : نائٹ لائن 6/29: کیٹی ہومز ٹام کروز طلاق کے لیے	کروز - ہولمز کی طلاق میں حراست کی تصاویر خطرے میں
4017	3	شامی حکومت نے ہولا قتل عام میں کردار کی تردید کی	شام نے 100 سے زائد افراد کے ہولا قتل عام کا الزام باغیوں پر عائد کیا
4018	4.4	جنوبی سوڈان نے مذاکرات سے قبل سوڈان پر بم دھماکوں کا الزام لگایا	جنوبی سوڈان نے مذاکرات کو دھچکا دیتے ہوئے سوڈان پر بمباری کا الزام لگایا
4019	0	پاکستان میں بندوق بردار حملے میں نو افراد ہلاک	یوکرین میں پچاس لاکھ شہریوں کو غیر سرکاری تنخواہ ملتی ہے
4020	3.2	شام نے ضمانتوں کا مطالبہ کیا ۔ باغیوں کا کہنا ہے کہ امن منصوبہ ناکام ہوگیا	شام کا فوجیوں کے انخلا کی تحریری ضمانت کا مطالبہ
4021	3.8	مینی ٹرمینل انخلاء کے بعد دوبارہ کھل گیا	منی ۔ ٹرمینل بیگ کے انخلا کے بعد دوبارہ کھلتا ہے
4022	4	گالف : ویسٹ ووڈ نے دبئی ڈیزرٹ کلاسک میں برتری حاصل کی	دبئی ڈیزرٹ کلاسک کے سامنے ویسٹ ووڈ
4023	2.8	سوڈان نے اسلام مخالف فلم پر یوٹیوب بلاک کر دیا	اسلام مخالف فلم پر پاکستان کے وزیر اعظم کا یوٹیوب بند کرنے کا حکم
4024	1.4	روس میں صدارتی انتخابات کے لیے ووٹنگ کا آغاز	سینیگال کے صدارتی انتخابات میں ووٹنگ کا اختتام
4025	4.4	شاویز ریڈیو تھراپی کے لیے دوبارہ کیوبا روانہ	شاویز کیوبا میں مزید ریڈیو تھراپی کے لیے تیار
4026	0.6	رومانیہ کے صدر نے فتح کا اعلان کیا	چینی صدر کا ڈنمارک کا سرکاری دورہ اختتام پذیر
4027	3.6	پسی رائٹ تنازعے پر روسیوں نے آرتھوڈوکس چرچ کی حمایت میں ریلی نکالی	روسی آرتھوڈوکس چرچ نے تنقید کے بعد وفادار لوگوں کی ریلیاں نکالیں
4028	1.4	کلنٹن تعلقات میں زندگی کی سانس لینے کے لیے بھارت پہنچ گئیں	کلنٹن کا گرامین بینک کو کمزور کرنے کے خلاف انتباہ
4029	4.2	مالی کے عبوری رہنما نے عہدہ سنبھالا	مالی کے عبوری صدر نے حلف اٹھا لیا
4030	3.8	پیوٹن نے روسی صدارتی انتخابات میں فتح کا اعلان کر دیا	پیوٹن نے روس کے صدارتی انتخابات جیت لیے
4031	1.6	اے ایل نے شام میں تشدد کی مذمت کی	شام میں تشدد کے باعث امریکہ نے دمشق میں اپنا سفارت خانہ بند کر دیا
4032	3.4	یورپی یونین نے اسد خاندان پر پابندیاں عائد کر دیں	یورپی یونین کی جانب سے بشارالاسد کی اہلیہ پر پابندیاں عائد ، حمص پر مارٹر داغے گئے
4033	1.8	فضائیہ کے انسٹرکٹر کو عصمت دری کے جرم میں سزا کا سامنا	خواتین نے ایئر فورس کے انسٹرکٹر کی سزا سناتے ہوئے گواہی دی
4034	3.8	ہڑتال کرنے والے 30 سے زائد کان کن ہلاک	جنوبی افریقہ میں ہڑتال کرنے والے 30 سے زائد کان کن ہلاک
4035	2.6	آئرن ڈوم نے 17 راکٹوں کو روک لیا	آئرن ڈوم نے بیرشیبہ پر داغے گئے دو راکٹوں کو روک لیا
4036	4.5	مالی کے اسلام پسندوں نے'مزید ٹمبکٹو مزارات'کو تباہ کر دیا	مالی کے اسلام پسندوں نے مزید مقدس ٹمبکٹو مقامات کو تباہ کر دیا
4037	1.8	چینی اسٹاک دوپہر کے وقت پی ایم آئی پر بلند ہوئے	چینی اسٹاک جمعرات کو زیادہ بلند ہوئے
4038	0	سائنسدانوں نے ماقبل تاریخی بیجوں سے پھولوں کو دوبارہ زندہ کیا	نینٹینڈو نے سال کے لیے سرخ سیاہی کی پیش گوئی کو کم کر دیا
4039	2.6	ویٹیکن لیک کیس میں شخص مجرم قرار	بٹلر پر " واٹیلیکس کیس " میں مقدمہ چلایا جائے گا
4040	2.8	رومنی پال مین کاکس جیتنے کے لیے کوشاں	رومنی نے مائن کاکس میں کامیابی حاصل کی
4041	3.8	لبنانی شہر طرابلس میں فرقہ وارانہ جھڑپیں	لبنانی شہر میں فرقہ وارانہ جھڑپوں میں 3 افراد ہلاک
4042	3.4	ریپسول نے وائی پی ایف کو قومی بنانے پر ارجنٹائن کو تنقید کا نشانہ بنایا	تیل کی قومی کاری پر ریپسول نے ارجنٹائن کو تنقید کا نشانہ بنایا
4043	1.4	ارجنٹائن میں ٹرین حادثے میں متعدد افراد ہلاک 550 زخمی	بیونس آئرس میں ٹرین حادثے میں 49 افراد کے ہلاک ہونے کا خدشہ
4044	4	آنگ سان سوچی برطانوی اراکین پارلیمنٹ سے خطاب کریں گی	برما کی آنگ سان سوچی جون کے دورے پر پارلیمنٹ سے خطاب کریں گی
4045	4	شیرف : آدمی نے 42 سال بعد چوری شدہ کار برآمد کی	امریکی شخص نے چوری کے 42 سال بعد کار برآمد کرلی
4046	4	گوگل کے سی ای او کا کہنا ہے کہ اینڈرائیڈ اہم ہے لیکن اتنا نہیں ہے	لیری پیج کا کہنا ہے اینڈرائیڈ اہم ہے لیکن اتنا نہیں ہے
